 1.033674,-.0543326,-.2515277, .0331195,-.0098539,-.5807438,-.0031849,-.0991653, .0800742,-.1152762, .0017737, .0152297, .2644245,-.0007411, .1336541,-.1605867,-.1877447,-.0386022, -.017248, -.236057,-.0069875,-.0655684, .0564988, .6126739,-.0238786, .0317684, .4072202, .0133865,
 .1221581,    .4662,-.0569577, .0679864,-.0091149, .2131108, .0136242,-.2019924, .1432856,-.0316899,-.0086963,-.0197817,-.2256056,-.0095008, .0032152, .1966653,  .080279, .0184811, .0033339, .0166978, .0084063, .0079222, -.009127, .0249887,-.0281768,  .040033, -.071554,-.0092781,
 -.105218,-.0994018, .9455862, .0104661,-.0131001,-.0826074, .0001519, .0815267,  .044895,-.0269386,-.0001862, .0075971, .2550362, .0015156,-.0008256, .0018288, .0450576,-.0371866, .0006529,-.0629341,-.0007498, -.003419, .0924326,-.0208335, .0507142, .0118178,-.0225134,-.0021998,
 .3812424,-.3315663, .7639606, .6738998, .0850946,-.1309069,-.0007413,-.3082419, .0190169,-.6154608, .1259251, .0192456,-.5293805, .0176275,  .373927,-.1986631,-.0157194,-.0738987,-.0094551, .9273161,-.0276564,-.2326993, .2932882, .1679701, .0556195,-.0765493, -.069911,-.0007344,
 .2310472,-.1949301,-.6611683, .2887072, .7689825, 1.316506, .0360141, .8941207, .4751332,-.5966394,-.2331204, .0024367,-4.149426,-.0498294,-.8464692, .3762243, 1.966785, .1274375,-.0033465, 3.551699,-.0064531,-.1207214,-.6020728,-.8676175,-.2167606, .0799876,-1.735623, .0331157,
  .105522, .2291632,-.3933355,-.0030527, .0162817, .7221661, .0079217,-.1773713, .0217917, .3238772,-.0038059, .0125597,-.3551987,-.0023213, .1408117, .0823649,-.0006409,-.0006823,-.0091464,  .407427, .0032383,-.0223048,-.0609896, .1122877,-.0609898, .0059624, .1521735,-.0099923,
  .944067, 4.029711,-2.639464,-.5971953,-.1711175, .9142419, .8346528, 1.081206,-.7582812, 4.281608,  .583927,-.0265233,-2.648672, .1183118,-1.993691, .7330045,-2.246932, -.376414, .2025687, 2.620325, .1417907, .3997813,-.8853625, 2.236834, .2377673,-.1160872,-.9063594,-.2071521,
        1,-6.13e-15,-9.62e-14, 1.64e-14,-1.07e-14, 3.23e-14,-5.08e-15,-1.07e-15,-3.82e-15, 7.93e-14, 1.87e-14, 1.83e-14,-1.16e-13, 6.74e-15,-4.99e-14, 1.97e-13,-3.60e-13, 1.31e-13,-8.68e-14,-2.01e-14,-7.65e-15, 1.09e-13,-5.75e-14, 3.97e-13,-1.94e-13, 8.50e-14, 2.99e-14, 5.83e-15,
-4.44e-15,        1,-1.07e-14, 1.11e-16,-1.92e-15, 6.05e-15,-7.97e-17,-2.15e-15,-5.04e-15, 1.29e-14, 1.26e-15, 1.32e-15,-6.63e-15, 1.61e-16, 1.99e-14, 5.88e-15,-6.73e-15,-1.62e-15, 8.79e-17,-7.85e-15,-8.35e-17,-1.42e-14, 1.54e-15, 4.76e-15, 1.02e-15, 5.60e-16, 7.42e-15, 2.40e-17,
 2.74e-15,-5.31e-15,        1,-3.16e-15, 2.11e-15,-9.19e-16, 1.49e-16, 1.24e-14, 4.10e-15,-7.14e-15,-1.38e-15,-1.56e-15, 4.58e-15,-5.15e-17,-2.72e-14,-3.74e-15, 6.86e-15, 5.90e-15,-9.98e-17, 1.04e-14, 7.37e-19, 1.21e-14, 7.86e-16,-1.22e-14,-1.16e-15,-8.08e-16,-1.22e-14,-8.99e-17,
 4.39e-13, 4.13e-13,-2.49e-13,        1,-2.37e-14, 6.37e-14,-1.12e-14,-1.42e-12,-3.94e-13,-1.84e-13,-1.53e-14,-2.98e-14, 2.36e-13, 8.56e-15, 1.20e-12,-9.07e-14, 4.16e-13,-8.12e-14, 4.35e-14,-5.22e-13, 2.29e-15,-2.14e-13, 9.39e-14,-7.87e-14, 2.03e-14,-7.67e-15, 1.92e-13, 4.39e-16,
-2.79e-13, 1.37e-13,-5.62e-14, 1.07e-13,        1, 5.11e-13,-1.30e-14, 1.21e-13,-2.83e-13, 2.89e-13,-1.10e-13, 4.36e-14,-6.13e-13, 9.06e-15, 1.31e-12, 1.45e-13,-2.47e-14,-2.47e-13, 5.71e-14,-5.95e-14, 6.40e-15,-1.16e-12, 9.00e-14,-9.68e-14, 2.65e-13,-1.77e-14, 1.72e-13,-4.37e-15,
