 .3995723, -2.05266,-.9631886, .5174313, 2.936635, .0149646,-.0744889, 3.887544,-.7393885,-.4439255,-15.33948,-.1184685,-.1610466, .8454311, .5331785, -4.30659, 4.530201, 21.08623,-.0405046,-.1070265, 1.482181,-.4487204, .6094522,-.5750567,-6.071592, .1190026,
 .0226967, .0903748, .0668275, .0406313,-.3891106, .0000508,-.0120372,-.1965883, .2367597,-.0288506, .9983451,-.0128372,-.0249727,-.0363641,-.0459964, .7958781,-.7558594, 1.113393, .0083777,-.0242679, -.176306,-.2888735, .6363786,-.6377479,-1.696261,-.0044751,
-.0205942, .1506803, 1.054221, .0256186,-.5761394,-.0170578, .0349277,-.0989678,-.0893654, .0033086, 1.007317, .0196525,-.0196801, .0294262,-.2477953, 1.144443,-1.139946, -.815376, .0043364,-.0479467,-.0822165,-.0311766, .4375871,-.4189757,  .207705,-.0114549,
-.0556753,-1.106733,-1.558959, 1.022593, 2.337246, .2107349,-.1141847,-1.688604, 3.603166,-.2261716,-14.47921,-.1474854,  .398097, .8611418, -2.26257,-9.323579, 9.314116,  19.5699,-.0595634,-.3062471, 1.862198,-.1322428,-1.249931, 1.295286,-6.270145, .0089267,
 -.005106, .0149555, -.072906, .0033965, 1.564914,-.0034078, .0047777,-.0182105, .0698602,  .003445,-.2845015, .0011831,-.0064237, .0587351, .0135038, .2446769,-.2525791,-.5215185, .0007569,-.0042857,-.0015481,-.0545491, .0549869,-.0451059, .1627694, .0004813,
 .4564858, 3.780857, .6553129, .3365177, 9.100722, .8967284, .1656332,-2.491117, 3.610028,-.3989779,-24.83039, .0072143,-.4009534, -.690479,-4.285093, .8719787,-.9186291, 47.92873,-.1437461, .1942518, -3.96234,-.4210546,-3.712945, 3.893796,-35.30228, .1524221,
        1,-6.22e-16, 9.57e-15, 5.81e-15, 1.04e-14, 4.83e-16,-7.37e-16,-1.52e-14,-1.53e-14,-7.46e-15,-3.86e-14, 2.80e-18, 6.48e-16, 2.39e-14, 1.20e-15,-1.62e-14, 1.91e-14, 4.27e-14,-1.97e-15,-1.10e-15,-1.41e-15, 9.76e-16, 3.40e-14,-3.43e-14,-1.80e-14, 1.38e-15,
-4.53e-18,        1,-6.22e-16, 1.16e-16,-1.81e-15, 1.43e-17,-9.27e-18, 7.71e-16, 1.11e-15,-1.70e-16, 2.57e-16,-1.07e-16, 3.95e-17, 6.62e-16,-8.78e-16,-3.70e-16, 4.28e-16, 4.70e-15, 9.05e-17,-1.73e-16,-1.56e-16, 7.89e-17, 1.08e-14,-1.06e-14,-3.92e-15,-4.64e-18,
 1.07e-16, 1.19e-15,        1,-1.82e-15,-3.21e-15,-3.34e-18,-1.50e-16,-6.57e-15,-1.59e-14, 3.66e-15,-4.29e-16, 9.55e-16, 2.48e-15,-1.05e-14, 2.01e-14,-1.84e-13, 1.77e-13,-7.85e-15,-1.23e-15, 2.72e-15, 1.07e-14,-5.72e-15,-1.38e-13, 1.36e-13, 1.20e-14, 5.01e-16,
 5.75e-15, 3.29e-13, 2.62e-13,        1, 3.18e-13,-3.06e-14, 2.66e-14, 2.19e-13, 6.55e-14,-4.71e-14, 1.69e-12, 1.56e-14,-1.41e-13,-8.83e-14,-3.98e-13, 8.79e-12,-8.57e-12,-3.81e-12, 4.74e-14,-8.92e-15,-4.72e-13, 2.15e-13,-2.42e-13, 2.28e-13, 2.02e-12,-3.65e-14,
 2.91e-16, 1.10e-14, 1.08e-14,-1.73e-15,        1,-1.08e-15, 7.83e-16, 9.06e-16,-6.24e-15, 7.70e-16, 2.74e-14, 1.49e-15,-3.69e-15,-1.17e-14,-4.76e-15, 2.10e-13,-2.05e-13,-1.18e-13, 5.56e-16, 1.83e-15,-1.07e-14, 6.70e-15,-1.28e-13, 1.26e-13, 7.61e-14,-9.77e-16,
-5.56e-14,-2.25e-12,-2.44e-12, 3.70e-13,-8.51e-12,        1,-1.69e-13, 2.64e-13, 2.04e-12,-2.28e-13, 3.36e-13,-3.36e-13, 6.28e-13, 3.22e-12, 3.36e-13,-3.33e-11, 3.26e-11, 2.30e-11,-8.20e-14,-6.38e-13, 2.06e-12,-1.52e-12, 4.23e-11,-4.15e-11,-1.75e-11, 1.98e-13,
 5.52e-16,-6.16e-14, 6.35e-14,-3.12e-14, 4.16e-13, 5.85e-15,        1,-1.59e-13,-2.94e-13, 6.60e-14,-1.02e-12, 1.65e-14, 4.27e-14,-2.07e-13, 3.08e-13,-3.29e-12, 3.19e-12, 5.41e-13,-2.90e-14, 6.76e-14, 1.77e-13,-3.38e-14,-3.71e-12, 3.65e-12, 1.40e-13, 1.14e-14,
 1.59e-17, 8.91e-17, 3.84e-16,-2.48e-17, 5.04e-16,-2.30e-17, 6.60e-18,        1,-1.19e-16,-4.13e-17, 7.05e-16, 3.69e-17,-1.33e-16,-2.43e-16,-2.59e-16, 8.16e-15,-7.90e-15,-1.91e-15, 1.47e-17, 1.10e-18,-4.51e-16, 2.41e-16,-8.05e-16, 7.47e-16, 1.10e-15,-3.31e-17,
 5.26e-18, 2.42e-15, 8.41e-15,-1.97e-15, 2.41e-14,-7.11e-17, 1.27e-16,-1.12e-14,        1, 3.50e-15,-1.89e-14, 1.38e-15, 1.96e-15,-1.39e-14, 2.23e-14,-1.71e-13, 1.65e-13,-5.44e-14,-1.26e-15, 3.93e-15, 7.42e-15,-3.51e-15,-2.27e-13, 2.24e-13, 5.79e-14, 2.25e-16,
 .0001139,-.0014305,-.0069577,-.0021695,-.0382205, .0001402,  .017551, .0029317, .0078641, .9809985, .0694372,-.0003144,-.0013316,-.0167385, -.002523,  .036021, -.033748,-.0379663, .0020111, .0176902,-.0217174, .0149621,-.9714529, .9530046, .0035648,-.0004582,
-4.82e-15,-6.91e-14,-3.24e-13, 6.19e-14,-1.14e-12, 2.64e-15,-9.42e-16, 3.86e-13, 7.47e-13,        1, 1.44e-12,-5.44e-14,-3.60e-14, 5.36e-13,-5.53e-13, 3.75e-12,-3.62e-12, 1.00e-12, 5.18e-14,-1.60e-13,-1.84e-13,-3.70e-14, 9.35e-12,-9.19e-12,-1.63e-12,-8.98e-15,
