 .0005167,  .000012,-4.17e-06, .0000335,-3.32e-08,  .000275,-1.07e-18, 9.00e-21, 3.19e-19, 6.36e-19, 3.00e-21, 6.59e-18, 5.50e-19, 4.32e-21,-4.49e-19, 4.78e-07, 1.30e-18, 6.19e-21, 1.57e-19,-8.70e-19,-2.30e-21,-2.89e-19, 8.10e-19,-8.49e-18, 1.16e-21,-4.89e-18,
  .000012, 8.35e-06, 4.02e-07,-.0000154, 6.08e-07, .0001066, 4.26e-20, 1.13e-21, 1.21e-20, 1.30e-18,-8.24e-22,-4.17e-19, 2.49e-19,-4.93e-23, 1.96e-21, 6.23e-08, 7.88e-19, 1.64e-21,-8.20e-20,-6.74e-21, 3.79e-23,-2.16e-20, 4.02e-19, 4.48e-19,-5.57e-23,-2.44e-19,
-4.17e-06, 4.02e-07, 6.50e-06,-3.54e-06, 2.30e-07, .0000216, 1.98e-19, 3.85e-23,-2.03e-20, 7.95e-20, 5.88e-22, 2.47e-20,-1.52e-19, 9.01e-22, 8.21e-20, 4.16e-08, 2.02e-19, 5.93e-22,-6.37e-19, 1.67e-19, 3.12e-22, 3.99e-20, 7.85e-19, 1.72e-19, 7.76e-23, 2.74e-19,
 .0000335,-.0000154,-3.54e-06, .0003066,-2.89e-06,-.0003619,-1.43e-18,-1.67e-21,-4.51e-19,-1.17e-17, 2.44e-21,-2.59e-18,-6.94e-19, 3.07e-21,-3.53e-19,-3.98e-07, 2.46e-18,-2.28e-21,-2.95e-18, 4.02e-19, 6.21e-22,-4.08e-20,-3.68e-18, 5.04e-18, 3.25e-21, 2.35e-18,
-3.32e-08, 6.08e-07, 2.30e-07,-2.89e-06, 3.47e-07, .0000108, 3.38e-20, 1.55e-22, 8.68e-21, 1.95e-19,-1.33e-22, 1.71e-20, 2.17e-20,-1.28e-22,-9.35e-22, 8.10e-09, 2.08e-20, 2.11e-22,-7.02e-20,-1.26e-19, 6.18e-23, 8.65e-22, 5.53e-20, 5.60e-20,-1.39e-22,-2.79e-20,
  .000275, .0001066, .0000216,-.0003619, .0000108, .0028968, 1.57e-18, 2.67e-20, 2.02e-19, 2.89e-17, 5.55e-22,-1.90e-18, 7.16e-18,-3.37e-21, 8.69e-19, 1.68e-07, 8.15e-18, 2.01e-20,-8.28e-18,-2.55e-18,-2.73e-21, 2.07e-20, 1.29e-17,-4.92e-18,-4.20e-21,-6.41e-18,
-1.07e-18, 4.26e-20, 1.98e-19,-1.43e-18, 3.38e-20, 1.57e-18, 8.87e-31, 4.39e-34, 7.70e-33,-5.42e-31,-1.50e-32, 3.22e-30,-1.36e-31, 9.03e-36, 3.08e-33, 5.97e-21,-6.90e-31, 8.91e-33, 8.63e-31, 1.48e-31, 6.29e-34,-1.39e-32, 3.45e-31, 5.92e-31, 1.59e-32,-1.23e-31,
 9.00e-21, 1.13e-21, 3.85e-23,-1.67e-21, 1.55e-22, 2.67e-20, 4.39e-34, 5.18e-35,-7.08e-34, 1.58e-33,-5.31e-34, 1.73e-31,-1.56e-32,-4.32e-36,-1.10e-33,-7.12e-24, 4.46e-32,-7.68e-34,-1.89e-32, 2.05e-32,-4.11e-35, 1.77e-33,-5.69e-33, 5.02e-32, 6.55e-34, 1.05e-31,
 3.19e-19, 1.21e-20,-2.03e-20,-4.51e-19, 8.68e-21, 2.02e-19, 7.70e-33,-7.08e-34, 6.39e-32,-7.73e-31,-8.59e-33,-2.71e-31, 5.82e-31,-6.38e-34, 3.08e-32, 3.02e-21,-9.46e-31, 3.51e-32, 2.14e-30,-2.14e-31, 1.73e-33,-4.95e-32, 1.40e-30,-9.74e-31, 7.43e-33,-3.14e-30,
 6.36e-19, 1.30e-18, 7.95e-20,-1.17e-17, 1.95e-19, 2.89e-17,-5.42e-31, 1.58e-33,-7.73e-31, 3.62e-29, 7.03e-31,-1.04e-28,-1.14e-29, 2.91e-32,-7.61e-31, 2.33e-21, 1.56e-29,-9.20e-31,-7.37e-29,-4.91e-30,-4.04e-32, 1.09e-30,-5.03e-29,-7.89e-31,-7.26e-31, 5.98e-29,
 3.00e-21,-8.24e-22, 5.88e-22, 2.44e-21,-1.33e-22, 5.55e-22,-1.50e-32,-5.31e-34,-8.59e-33, 7.03e-31, 2.31e-32,-4.64e-30,-9.13e-32, 7.03e-34,-5.41e-33, 3.72e-23,-1.93e-31,-1.22e-32,-1.54e-30,-3.83e-31,-3.96e-34, 4.79e-33,-1.11e-30,-6.37e-31,-2.54e-32, 1.16e-31,
 6.59e-18,-4.17e-19, 2.47e-20,-2.59e-18, 1.71e-20,-1.90e-18, 3.22e-30, 1.73e-31,-2.71e-31,-1.04e-28,-4.64e-30, 1.09e-27,-1.94e-29,-1.12e-31,-1.44e-30, 1.51e-20, 1.24e-28, 2.73e-31, 2.02e-28, 1.04e-28,-2.98e-32, 2.92e-30, 1.55e-28, 2.06e-28, 5.34e-30, 2.04e-28,
 5.50e-19, 2.49e-19,-1.52e-19,-6.94e-19, 2.17e-20, 7.16e-18,-1.36e-31,-1.56e-32, 5.82e-31,-1.14e-29,-9.13e-32,-1.94e-29, 1.14e-29,-9.86e-33, 7.24e-31,-3.54e-20,-2.12e-29, 6.11e-31, 3.43e-29,-4.88e-30, 2.92e-32,-1.02e-30, 2.10e-29,-1.63e-29, 5.73e-32,-5.82e-29,
 4.32e-21,-4.93e-23, 9.01e-22, 3.07e-21,-1.28e-22,-3.37e-21, 9.03e-36,-4.32e-36,-6.38e-34, 2.91e-32, 7.03e-34,-1.12e-31,-9.86e-33, 3.21e-35,-6.21e-34, 2.55e-23, 9.83e-33,-7.96e-34,-6.78e-32,-6.44e-33,-3.33e-35, 8.81e-34,-4.80e-32,-3.83e-33,-7.38e-34, 4.71e-32,
-4.49e-19, 1.96e-21, 8.21e-20,-3.53e-19,-9.35e-22, 8.69e-19, 3.08e-33,-1.10e-33, 3.08e-32,-7.61e-31,-5.41e-33,-1.44e-30, 7.24e-31,-6.21e-34, 6.64e-32,-6.84e-22,-1.43e-30, 4.11e-32, 2.28e-30,-3.24e-31, 1.99e-33,-6.78e-32, 1.41e-30,-1.06e-30, 3.39e-33,-3.94e-30,
 4.78e-07, 6.23e-08, 4.16e-08,-3.98e-07, 8.10e-09, 1.68e-07, 5.97e-21,-7.12e-24, 3.02e-21, 2.33e-21, 3.72e-23, 1.51e-20,-3.54e-20, 2.55e-23,-6.84e-22, 1.41e-08, 2.20e-20, 5.79e-23, 1.50e-20, 4.52e-21,-2.19e-24, 2.81e-21,-4.90e-22,-1.67e-20,-1.08e-23, 4.14e-22,
