nu,phi,ymin,ymax,mean,std,min,max,corr,coef,se
1,0,0,20,10.5065743509944,1.9124226818156,6.1336808692268,16.6122376605693,0.320298565826816,-0.461753530887335,0.0550805409086995
1,0.8,-100,150,8.87355406897317,6.63909715012031,-9.80609650250979,28.3833071325751,0.0755746038080953,-1.10523429254082,0.19328265746078
0.34,0,0,20,9.32146097046716,1.7084195343832,5.50418824897681,13.8362540746712,0.613605988895598,-0.378038383393259,0.0434437555852016
0.34,0.8,0,20,8.74525063599901,3.03760706149592,1.84372476088979,19.6003268109056,0.298427093801411,-0.701283338167373,0.104991597095694
