 .0001515, 9.78e-06,-2.92e-07, .0000328, .0000323,-1.47e-07, .0000145,-5.92e-19,-3.24e-21, 3.07e-19,-3.98e-18, 5.06e-18, 3.93e-21,-1.59e-18, 1.11e-18,-6.70e-21, 7.78e-20, 1.36e-18,-1.57e-18, 1.97e-21, 9.83e-19, 2.12e-19, 6.48e-23,-1.47e-19,-1.53e-18,-1.24e-19, 2.12e-21, 2.06e-18,
 9.78e-06, 8.15e-06, 9.22e-07,-.0000262,-.0000278, 1.24e-07, .0000779,-3.29e-19, 5.20e-22,-1.47e-20,-4.36e-19, 1.38e-18, 2.01e-21, 3.60e-19, 5.03e-19, 3.88e-22,-1.02e-21, 5.63e-19,-3.86e-19, 1.12e-22,-3.82e-20,-4.39e-19,-1.87e-22,-5.94e-21,-2.35e-19, 2.18e-19, 5.93e-22, 2.76e-19,
-2.92e-07, 9.22e-07, 1.39e-06,-3.03e-06,-3.42e-06, 1.09e-07, .0000162,-9.58e-20, 4.27e-22, 3.68e-21, 3.93e-19, 2.76e-19, 4.77e-22, 3.26e-19, 6.26e-20, 3.24e-22, 2.47e-21,-1.96e-19, 2.27e-19, 1.49e-22,-7.99e-20,-1.69e-19, 6.19e-23, 7.66e-21,-1.85e-19, 3.36e-20,-1.05e-22,-7.06e-20,
 .0000328,-.0000262,-3.03e-06, .0002596, .0002637,-1.41e-06,-.0004069, 3.25e-18,-1.04e-21, 2.76e-19, 1.24e-18,-5.36e-18,-6.21e-21,-2.82e-18,-8.03e-19,-9.45e-21, 1.94e-19,-9.27e-19, 9.64e-19,-3.70e-21, 1.56e-18, 2.12e-18, 1.32e-22, 1.09e-19,-3.10e-19, 1.05e-18,-1.71e-21,-1.67e-18,
 .0000323,-.0000278,-3.42e-06, .0002637, .0002716,-1.42e-06,-.0004063, 3.25e-18,-7.47e-22, 3.29e-19, 1.19e-18,-5.77e-18,-6.55e-21,-2.96e-18,-7.45e-19,-9.18e-21, 2.05e-19,-1.06e-18, 1.50e-18,-4.48e-21, 1.39e-18, 1.91e-18, 5.10e-22, 1.30e-19,-1.28e-19, 1.04e-18,-2.28e-21,-1.84e-18,
-1.47e-07, 1.24e-07, 1.09e-07,-1.41e-06,-1.42e-06, 2.32e-07, 5.51e-06,-1.36e-19, 3.89e-23,-4.76e-21, 2.37e-19,-5.15e-20,-1.59e-22, 6.94e-20,-5.80e-20, 3.49e-23,-2.24e-21, 1.84e-20, 7.12e-20, 7.36e-23,-1.27e-20,-5.78e-20, 1.37e-25, 1.39e-20, 5.06e-20,-1.09e-20,-2.19e-23, 7.20e-20,
 .0000145, .0000779, .0000162,-.0004069,-.0004063, 5.51e-06, .0021672,-1.01e-17, 1.54e-20,-1.03e-18,-1.04e-18, 2.09e-17, 2.08e-20,-3.05e-18, 4.40e-18, 2.49e-20,-1.71e-19,-7.41e-20,-4.24e-18, 1.39e-21,-2.82e-18,-5.94e-18,-4.55e-23, 4.41e-19,-4.02e-18, 1.12e-17,-4.47e-21, 8.21e-19,
-5.92e-19,-3.29e-19,-9.58e-20, 3.25e-18, 3.25e-18,-1.36e-19,-1.01e-17, 8.14e-31,-6.89e-34, 1.08e-32,-1.23e-31, 4.19e-31, 7.67e-34, 8.63e-32,-1.85e-31, 2.56e-34, 3.39e-32, 2.47e-32,        0, 3.65e-34, 2.47e-32,-1.36e-31,-6.44e-34,-3.24e-32, 2.47e-31, 7.40e-32,-4.75e-33,-3.70e-31,
-3.24e-21, 5.20e-22, 4.27e-22,-1.04e-21,-7.47e-22, 3.89e-23, 1.54e-20,-6.89e-34, 4.70e-34,-2.18e-35, 2.86e-33,-3.17e-33, 2.77e-34,-4.12e-32,-6.37e-33,-2.06e-34, 6.51e-34,-7.64e-33, 7.23e-33,-2.87e-34, 2.60e-32, 3.24e-33, 1.06e-36,-9.06e-34, 6.01e-33,-8.06e-34, 1.83e-34, 1.34e-33,
 3.07e-19,-1.47e-20, 3.68e-21, 2.76e-19, 3.29e-19,-4.76e-21,-1.03e-18, 1.08e-32,-2.18e-35, 2.83e-32, 6.16e-32,-1.88e-31,-3.17e-34, 2.62e-32,-3.24e-32, 3.76e-36,-1.21e-32, 5.24e-32, 1.36e-31, 6.10e-34, 1.39e-32, 5.08e-32, 6.43e-35, 1.54e-33,-4.01e-32,-9.86e-32, 5.91e-34, 5.24e-32,
