 .5662205,-2.237007,-.0445092,-.2272508,  .764493, 4.184834, .0775476, .0296657, 1.029343,-2.841717, .5967373,-.9526646,-1.356174,-.0396055,  -.22124, .2293394, .7456937,-.8546216, .8871085,-4.163214,-.1284218, .1332357, .1032454,-1.934247, 1.294678,  -1.2505, 2.236672,  .125224,
 .0124177, .1298098, -.165737,-.0710052, .0038591,-.8810214,-.0161849,-.0092277,-.1117281, .4051517, .1469414,-.0420425,  1.63979, .0045692,  .000677,-.1118014,-.4892071,-.0587638, .0299396, .7736929, .0114322, .0090011,-.3272003,-.1593278,  .245854,-.2488504,-1.640141,-.0071256,
 .0004058,-.0695979, .1728405, .2626086,-.2676514, .1255851, .0001425, -.000278,-.0361659,-.2030718,  .067771,-.0994551, .1927378,-.0065927, .0072995, .0436696,-.1072006,-.0916372, .1097707,-1.600251, .0043407, .0230707, .0815226, .1112647, .1599839,-.1731609, .8958871,-.0064417,
 .2097716,-.0444342, .4353231, .3472596, .9255766, 2.453247,-.0170486, .0903984,-.1082828,-2.519153, .7544905,-1.601262,-6.543269, .0476443,-.0614314, .1597756,  2.86722,-.5410407,   .71974,  1.05474,-.1472115,-.1391441, 1.806325, 1.962331,-.1114399, .3121153, 2.165528, .0895849,
 .2431457, .0049468, .6566778,-.5426646, 1.807591, 2.408901,-.0153809,   .08115,-.0687618,-2.985285, .8309298,-1.721956,-7.869107, .0490053,-.0235994, .4402671, 3.020066,-.4876691, .7293089, 2.980582,-.1658688,-.1753881, 2.121289, 2.173358,-.4556708, .6288476, 1.114015, .1051462,
 .0060378, .0015303, -.072231,-.0163547, .0045157, 1.273193,-.0057917,-.0035955,-.0013969, .1664676,-.0119828, .0309167,-.2588164,  .005789, 5.41e-06, .0001792,-.1293668,-.0278142,  .021295,-.1883491, .0007786,-.0040441,-.0175164,-.0431319, .0070956, .0023997, -.027124,-.0006875,
-.4745414, 4.263984, 7.412177,-2.907496, 2.062316,-.0825525, .6781016,-.0624329,-4.811977, .6927727, 4.349521,-2.628616, 1.831294, .3101446, .1130312,-2.505917,-6.257341,-3.958418,  3.47964, 26.16021,-.0960743,   .31939,-7.631528,-5.821623, 5.970759,-6.009883,-27.77607, .0411655,
        1,-4.61e-15,-2.53e-14, 1.57e-14,-1.45e-14,-2.79e-14, 4.88e-16,-2.13e-15,-2.93e-15,-1.08e-14, 3.37e-14,-3.72e-14, 2.54e-14,-9.14e-16, 1.56e-15, 3.68e-15, 1.34e-14,-3.66e-14, 3.62e-14,-2.36e-15,-2.56e-16,-4.69e-16, 1.79e-14,-2.39e-14, 3.35e-16, 1.02e-15,-3.22e-14, 3.43e-16,
 9.66e-17,        1,-2.03e-15, 1.92e-15,-2.12e-15, 3.20e-15,-9.09e-17, 1.08e-16, 2.32e-15, 1.68e-15,-7.47e-15, 7.51e-15, 2.95e-16, 2.65e-17,-4.10e-16,-2.09e-15,-3.17e-15, 1.29e-14,-1.25e-14,-7.46e-15, 1.46e-16, 3.33e-16, 9.36e-17, 3.24e-15,-6.68e-15, 6.35e-15, 4.13e-15,-9.82e-17,
-1.09e-16, 4.84e-16,        1,-6.45e-16, 2.31e-16,-1.19e-14,-1.08e-16, 3.81e-16, 2.28e-15, 5.92e-16,-7.01e-15, 7.29e-15, 3.71e-14,-1.71e-16,-6.79e-16, 1.93e-17, 9.78e-17, 6.62e-15,-6.30e-15,-3.99e-14, 4.28e-16, 2.51e-16,-3.49e-15,-1.25e-15, 1.52e-15,-1.61e-15, 1.65e-14,-1.57e-16,
