year,month,day,log_consumption,inflation,scaled_leisure_pct,log_rdi,log_nonconsumption,effective_ffr,cci,log_consumption_1,inflation_1,scaled_leisure_pct_1,log_rdi_1,log_nonconsumption_1,effective_ffr_1,cci_1,log_consumption_2,inflation_2,scaled_leisure_pct_2,log_rdi_2,log_nonconsumption_2,effective_ffr_2,cci_2,log_consumption_3,inflation_3,scaled_leisure_pct_3,log_rdi_3,log_nonconsumption_3,effective_ffr_3,cci_3
1990,7,1,10.265314,1.4033567,.65999377,10.430848,9.8376942,8.1599998,236.89,10.261243,.99012202,.65704095,10.432785,9.8490944,8.2399998,238.16,10.2541,1.5307915,.65395695,10.428926,9.8554049,8.25,229.92999,10.258427,.85659456,.65399516,10.428531,9.8416653,8.6099997,226.82001
1990,10,1,10.258239,1.4320579,.66244531,10.420195,9.8199654,7.7399998,239.17,10.265314,1.4033567,.65999377,10.430848,9.8376942,8.1599998,236.89,10.261243,.99012202,.65704095,10.432785,9.8490944,8.2399998,238.16,10.2541,1.5307915,.65395695,10.428926,9.8554049,8.25,229.92999
1991,1,1,10.25604,.44905299,.66570902,10.420177,9.805891,6.4299998,222.64,10.258239,1.4320579,.66244531,10.420195,9.8199654,7.7399998,239.17,10.265314,1.4033567,.65999377,10.430848,9.8376942,8.1599998,236.89,10.261243,.99012202,.65704095,10.432785,9.8490944,8.2399998,238.16
1991,4,1,10.262984,.55011314,.6667642,10.425065,9.8096724,5.8600001,218.47,10.25604,.44905299,.66570902,10.420177,9.805891,6.4299998,222.64,10.258239,1.4320579,.66244531,10.420195,9.8199654,7.7399998,239.17,10.265314,1.4033567,.65999377,10.430848,9.8376942,8.1599998,236.89
1991,7,1,10.264055,.70756102,.66737723,10.42625,9.8140383,5.6500001,208.44,10.262984,.55011314,.6667642,10.425065,9.8096724,5.8600001,218.47,10.25604,.44905299,.66570902,10.420177,9.805891,6.4299998,222.64,10.258239,1.4320579,.66244531,10.420195,9.8199654,7.7399998,239.17
1991,10,1,10.263715,.73094797,.66842842,10.431991,9.8186417,4.8200002,215.56,10.264055,.70756102,.66737723,10.42625,9.8140383,5.6500001,208.44,10.262984,.55011314,.6667642,10.425065,9.8096724,5.8600001,218.47,10.25604,.44905299,.66570902,10.420177,9.805891,6.4299998,222.64
1992,1,1,10.277461,.69181675,.66841245,10.451023,9.8215637,4.02,208.08,10.263715,.73094797,.66842842,10.431991,9.8186417,4.8200002,215.56,10.264055,.70756102,.66737723,10.42625,9.8140383,5.6500001,208.44,10.262984,.55011314,.6667642,10.425065,9.8096724,5.8600001,218.47
1992,4,1,10.282132,.7039507,.66688871,10.459186,9.8366375,3.77,209.77,10.277461,.69181675,.66841245,10.451023,9.8215637,4.02,208.08,10.263715,.73094797,.66842842,10.431991,9.8186417,4.8200002,215.56,10.264055,.70756102,.66737723,10.42625,9.8140383,5.6500001,208.44
1992,7,1,10.288946,.69506049,.66700411,10.460859,9.8439064,3.26,209.25999,10.282132,.7039507,.66688871,10.459186,9.8366375,3.77,209.77,10.277461,.69181675,.66841245,10.451023,9.8215637,4.02,208.08,10.263715,.73094797,.66842842,10.431991,9.8186417,4.8200002,215.56
1992,10,1,10.296664,.77444065,.66689301,10.461219,9.8495502,3.03,200.36,10.288946,.69506049,.66700411,10.460859,9.8439064,3.26,209.25999,10.282132,.7039507,.66688871,10.459186,9.8366375,3.77,209.77,10.277461,.69181675,.66841245,10.451023,9.8215637,4.02,208.08
1993,1,1,10.29719,.67584497,.66666269,10.464279,9.8470201,3.04,202.75999,10.296664,.77444065,.66689301,10.461219,9.8495502,3.03,200.36,10.288946,.69506049,.66700411,10.460859,9.8439064,3.26,209.25999,10.282132,.7039507,.66688871,10.459186,9.8366375,3.77,209.77
1993,4,1,10.300521,.7036311,.66386724,10.463731,9.8510895,3,212.49001,10.29719,.67584497,.66666269,10.464279,9.8470201,3.04,202.75999,10.296664,.77444065,.66689301,10.461219,9.8495502,3.03,200.36,10.288946,.69506049,.66700411,10.460859,9.8439064,3.26,209.25999
1993,7,1,10.308873,.42719063,.66323549,10.461684,9.8436508,3.0599999,207.12,10.300521,.7036311,.66386724,10.463731,9.8510895,3,212.49001,10.29719,.67584497,.66666269,10.464279,9.8470201,3.04,202.75999,10.296664,.77444065,.66689301,10.461219,9.8495502,3.03,200.36
1993,10,1,10.31272,.56272668,.66243899,10.465404,9.8644753,2.99,216.12,10.308873,.42719063,.66323549,10.461684,9.8436508,3.0599999,207.12,10.300521,.7036311,.66386724,10.463731,9.8510895,3,212.49001,10.29719,.67584497,.66666269,10.464279,9.8470201,3.04,202.75999
1994,1,1,10.319892,.3800908,.6619339,10.470018,9.872201,3.21,226.31,10.31272,.56272668,.66243899,10.465404,9.8644753,2.99,216.12,10.308873,.42719063,.66323549,10.461684,9.8436508,3.0599999,207.12,10.300521,.7036311,.66386724,10.463731,9.8510895,3,212.49001
1994,4,1,10.324945,.5519982,.65848672,10.47833,9.8933191,3.9400001,227.67,10.319892,.3800908,.6619339,10.470018,9.872201,3.21,226.31,10.31272,.56272668,.66243899,10.465404,9.8644753,2.99,216.12,10.308873,.42719063,.66323549,10.461684,9.8436508,3.0599999,207.12
1994,7,1,10.329527,.71527833,.65773761,10.481571,9.8943796,4.4899998,230.39,10.324945,.5519982,.65848672,10.47833,9.8933191,3.9400001,227.67,10.319892,.3800908,.6619339,10.470018,9.872201,3.21,226.31,10.31272,.56272668,.66243899,10.465404,9.8644753,2.99,216.12
1994,10,1,10.333813,.52381414,.65497327,10.49259,9.9093523,5.1700001,229.85001,10.329527,.71527833,.65773761,10.481571,9.8943796,4.4899998,230.39,10.324945,.5519982,.65848672,10.47833,9.8933191,3.9400001,227.67,10.319892,.3800908,.6619339,10.470018,9.872201,3.21,226.31
1995,1,1,10.338592,.48181385,.65505016,10.500656,9.9070683,5.8000002,236.64,10.333813,.52381414,.65497327,10.49259,9.9093523,5.1700001,229.85001,10.329527,.71527833,.65773761,10.481571,9.8943796,4.4899998,230.39,10.324945,.5519982,.65848672,10.47833,9.8933191,3.9400001,227.67
1995,4,1,10.345358,.65104765,.6581592,10.500844,9.9001446,6.02,232.94,10.338592,.48181385,.65505016,10.500656,9.9070683,5.8000002,236.64,10.333813,.52381414,.65497327,10.49259,9.9093523,5.1700001,229.85001,10.329527,.71527833,.65773761,10.481571,9.8943796,4.4899998,230.39
1995,7,1,10.349266,.49585938,.65639573,10.507166,9.9092741,5.8000002,233.38,10.345358,.65104765,.6581592,10.500844,9.9001446,6.02,232.94,10.338592,.48181385,.65505016,10.500656,9.9070683,5.8000002,236.64,10.333813,.52381414,.65497327,10.49259,9.9093523,5.1700001,229.85001
1995,10,1,10.35202,.53443891,.65708607,10.510188,9.9160614,5.7199998,241.73,10.349266,.49585938,.65639573,10.507166,9.9092741,5.8000002,233.38,10.345358,.65104765,.6581592,10.500844,9.9001446,6.02,232.94,10.338592,.48181385,.65505016,10.500656,9.9070683,5.8000002,236.64
1996,1,1,10.358964,.62694305,.65945649,10.517589,9.9165516,5.3699999,243.17999,10.35202,.53443891,.65708607,10.510188,9.9160614,5.7199998,241.73,10.349266,.49585938,.65639573,10.507166,9.9092741,5.8000002,233.38,10.345358,.65104765,.6581592,10.500844,9.9001446,6.02,232.94
1996,4,1,10.364097,.8640759,.65781814,10.52459,9.9462004,5.2399998,251.39999,10.358964,.62694305,.65945649,10.517589,9.9165516,5.3699999,243.17999,10.35202,.53443891,.65708607,10.510188,9.9160614,5.7199998,241.73,10.349266,.49585938,.65639573,10.507166,9.9092741,5.8000002,233.38
1996,7,1,10.367066,.53081048,.65622234,10.52968,9.9576893,5.3099999,248.66,10.364097,.8640759,.65781814,10.52459,9.9462004,5.2399998,251.39999,10.358964,.62694305,.65945649,10.517589,9.9165516,5.3699999,243.17999,10.35202,.53443891,.65708607,10.510188,9.9160614,5.7199998,241.73
1996,10,1,10.370131,.84263504,.65468842,10.531866,9.9718142,5.2800002,245.63,10.367066,.53081048,.65622234,10.52968,9.9576893,5.3099999,248.66,10.364097,.8640759,.65781814,10.52459,9.9462004,5.2399998,251.39999,10.358964,.62694305,.65945649,10.517589,9.9165516,5.3699999,243.17999
1997,1,1,10.373624,.55679947,.65308845,10.537202,9.9739361,5.2800002,239.61,10.370131,.84263504,.65468842,10.531866,9.9718142,5.2800002,245.63,10.367066,.53081048,.65622234,10.52968,9.9576893,5.3099999,248.66,10.364097,.8640759,.65781814,10.52459,9.9462004,5.2399998,251.39999
1997,4,1,10.377217,.41678002,.65186638,10.543546,10.000328,5.52,245.17,10.373624,.55679947,.65308845,10.537202,9.9739361,5.2800002,239.61,10.370131,.84263504,.65468842,10.531866,9.9718142,5.2800002,245.63,10.367066,.53081048,.65622234,10.52968,9.9576893,5.3099999,248.66
1997,7,1,10.387588,.39955321,.65034389,10.552761,10.00987,5.5300002,239.42,10.377217,.41678002,.65186638,10.543546,10.000328,5.52,245.17,10.373624,.55679947,.65308845,10.537202,9.9739361,5.2800002,239.61,10.370131,.84263504,.65468842,10.531866,9.9718142,5.2800002,245.63
1997,10,1,10.394635,.43428871,.65033019,10.564205,10.011727,5.5100002,243.06,10.387588,.39955321,.65034389,10.552761,10.00987,5.5300002,239.42,10.377217,.41678002,.65186638,10.543546,10.000328,5.52,245.17,10.373624,.55679947,.65308845,10.537202,9.9739361,5.2800002,239.61
1998,1,1,10.402994,.10158622,.65026355,10.583027,10.018195,5.52,229.14,10.394635,.43428871,.65033019,10.564205,10.011727,5.5100002,243.06,10.387588,.39955321,.65034389,10.552761,10.00987,5.5300002,239.42,10.377217,.41678002,.65186638,10.543546,10.000328,5.52,245.17
1998,4,1,10.413253,.31558493,.65047848,10.594412,10.020784,5.5,228.89,10.402994,.10158622,.65026355,10.583027,10.018195,5.52,229.14,10.394635,.43428871,.65033019,10.564205,10.011727,5.5100002,243.06,10.387588,.39955321,.65034389,10.552761,10.00987,5.5300002,239.42
1998,7,1,10.421264,.46167925,.65198064,10.601742,10.034168,5.5300002,214.63,10.413253,.31558493,.65047848,10.594412,10.020784,5.5,228.89,10.402994,.10158622,.65026355,10.583027,10.018195,5.52,229.14,10.394635,.43428871,.65033019,10.564205,10.011727,5.5100002,243.06
1998,10,1,10.42618,.41352722,.64775246,10.606842,10.059671,4.8600001,203.3,10.421264,.46167925,.65198064,10.601742,10.034168,5.5300002,214.63,10.413253,.31558493,.65047848,10.594412,10.020784,5.5,228.89,10.402994,.10158622,.65026355,10.583027,10.018195,5.52,229.14
1999,1,1,10.432961,.43856156,.64780676,10.611992,10.060101,4.73,191.22,10.42618,.41352722,.64775246,10.606842,10.059671,4.8600001,203.3,10.421264,.46167925,.65198064,10.601742,10.034168,5.5300002,214.63,10.413253,.31558493,.65047848,10.594412,10.020784,5.5,228.89
1999,4,1,10.439996,.69250333,.6481505,10.61178,10.06344,4.75,191.83,10.432961,.43856156,.64780676,10.611992,10.060101,4.73,191.22,10.42618,.41352722,.64775246,10.606842,10.059671,4.8600001,203.3,10.421264,.46167925,.65198064,10.601742,10.034168,5.5300002,214.63
1999,7,1,10.446452,.67316896,.64777589,10.615507,10.077508,5.0999999,191.53999,10.439996,.69250333,.6481505,10.61178,10.06344,4.75,191.83,10.432961,.43856156,.64780676,10.611992,10.060101,4.73,191.22,10.42618,.41352722,.64775246,10.606842,10.059671,4.8600001,203.3
1999,10,1,10.458468,.78416359,.64701408,10.627159,10.094986,5.3000002,205.19,10.446452,.67316896,.64777589,10.615507,10.077508,5.0999999,191.53999,10.439996,.69250333,.6481505,10.61178,10.06344,4.75,191.83,10.432961,.43856156,.64780676,10.611992,10.060101,4.73,191.22
2000,1,1,10.45374,1.0089468,.64694774,10.63274,10.074826,5.6799998,205.14,10.458468,.78416359,.64701408,10.627159,10.094986,5.3000002,205.19,10.446452,.67316896,.64777589,10.615507,10.077508,5.0999999,191.53999,10.439996,.69250333,.6481505,10.61178,10.06344,4.75,191.83
2000,4,1,10.464573,.56966102,.64829397,10.639962,10.097389,6.27,214.37,10.45374,1.0089468,.64694774,10.63274,10.074826,5.6799998,205.14,10.458468,.78416359,.64701408,10.627159,10.094986,5.3000002,205.19,10.446452,.67316896,.64777589,10.615507,10.077508,5.0999999,191.53999
2000,7,1,10.46998,.80967295,.65055865,10.648396,10.084641,6.52,223.92999,10.464573,.56966102,.64829397,10.639962,10.097389,6.27,214.37,10.45374,1.0089468,.64694774,10.63274,10.074826,5.6799998,205.14,10.458468,.78416359,.64701408,10.627159,10.094986,5.3000002,205.19
2000,10,1,10.476087,.67874587,.651227,10.648762,10.082216,6.4699998,226.57001,10.46998,.80967295,.65055865,10.648396,10.084641,6.52,223.92999,10.464573,.56966102,.64829397,10.639962,10.097389,6.27,214.37,10.45374,1.0089468,.64694774,10.63274,10.074826,5.6799998,205.14
2001,1,1,10.475979,.83019871,.65318662,10.654718,10.068974,5.5999999,227.83,10.476087,.67874587,.651227,10.648762,10.082216,6.4699998,226.57001,10.46998,.80967295,.65055865,10.648396,10.084641,6.52,223.92999,10.464573,.56966102,.64829397,10.639962,10.097389,6.27,214.37
2001,4,1,10.476033,.66197866,.6571365,10.650875,10.0747,4.3299999,210.25999,10.475979,.83019871,.65318662,10.654718,10.068974,5.5999999,227.83,10.476087,.67874587,.651227,10.648762,10.082216,6.4699998,226.57001,10.46998,.80967295,.65055865,10.648396,10.084641,6.52,223.92999
2001,7,1,10.475303,.19044611,.65990663,10.671053,10.05988,3.5,205.56,10.476033,.66197866,.6571365,10.650875,10.0747,4.3299999,210.25999,10.475979,.83019871,.65318662,10.654718,10.068974,5.5999999,227.83,10.476087,.67874587,.651227,10.648762,10.082216,6.4699998,226.57001
2001,10,1,10.477229,.15207881,.66333282,10.655411,10.055879,2.1300001,190.49001,10.475303,.19044611,.65990663,10.671053,10.05988,3.5,205.56,10.476033,.66197866,.6571365,10.650875,10.0747,4.3299999,210.25999,10.475979,.83019871,.65318662,10.654718,10.068974,5.5999999,227.83
2002,1,1,10.480163,.34288919,.66430342,10.676893,10.068077,1.73,190.61,10.477229,.15207881,.66333282,10.655411,10.055879,2.1300001,190.49001,10.475303,.19044611,.65990663,10.671053,10.05988,3.5,205.56,10.476033,.66197866,.6571365,10.650875,10.0747,4.3299999,210.25999
2002,4,1,10.482098,.9578107,.66287041,10.679461,10.072716,1.75,204.92,10.480163,.34288919,.66430342,10.676893,10.068077,1.73,190.61,10.477229,.15207881,.66333282,10.655411,10.055879,2.1300001,190.49001,10.475303,.19044611,.65990663,10.671053,10.05988,3.5,205.56
2002,7,1,10.482617,.65418613,.66355419,10.675125,10.076451,1.74,209.28999,10.482098,.9578107,.66287041,10.679461,10.072716,1.75,204.92,10.480163,.34288919,.66430342,10.676893,10.068077,1.73,190.61,10.477229,.15207881,.66333282,10.655411,10.055879,2.1300001,190.49001
2002,10,1,10.487765,.63182366,.66536659,10.676826,10.062469,1.4400001,226.53,10.482617,.65418613,.66355419,10.675125,10.076451,1.74,209.28999,10.482098,.9578107,.66287041,10.679461,10.072716,1.75,204.92,10.480163,.34288919,.66430342,10.676893,10.068077,1.73,190.61
2003,1,1,10.485134,1.003884,.66672111,10.672469,10.061501,1.25,234.52,10.487765,.63182366,.66536659,10.676826,10.062469,1.4400001,226.53,10.482617,.65418613,.66355419,10.675125,10.076451,1.74,209.28999,10.482098,.9578107,.66287041,10.679461,10.072716,1.75,204.92
2003,4,1,10.488098,.2637957,.66779411,10.683825,10.072673,1.25,232.14999,10.485134,1.003884,.66672111,10.672469,10.061501,1.25,234.52,10.487765,.63182366,.66536659,10.676826,10.062469,1.4400001,226.53,10.482617,.65418613,.66355419,10.675125,10.076451,1.74,209.28999
2003,7,1,10.494956,.85698462,.66930056,10.696738,10.095573,1.02,233.78,10.488098,.2637957,.66779411,10.683825,10.072673,1.25,232.14999,10.485134,1.003884,.66672111,10.672469,10.061501,1.25,234.52,10.487765,.63182366,.66536659,10.676826,10.062469,1.4400001,226.53
2003,10,1,10.498504,.60393465,.66816211,10.697335,10.110634,1,243.66,10.494956,.85698462,.66930056,10.696738,10.095573,1.02,233.78,10.488098,.2637957,.66779411,10.683825,10.072673,1.25,232.14999,10.485134,1.003884,.66672111,10.672469,10.061501,1.25,234.52
2004,1,1,10.506833,.88563025,.66687238,10.70424,10.111637,1,255.28999,10.498504,.60393465,.66816211,10.697335,10.110634,1,243.66,10.494956,.85698462,.66930056,10.696738,10.095573,1.02,233.78,10.488098,.2637957,.66779411,10.683825,10.072673,1.25,232.14999
2004,4,1,10.51008,.81651926,.66860229,10.711275,10.118074,1.01,283.76999,10.506833,.88563025,.66687238,10.70424,10.111637,1,255.28999,10.498504,.60393465,.66816211,10.697335,10.110634,1,243.66,10.494956,.85698462,.66930056,10.696738,10.095573,1.02,233.78
2004,7,1,10.514979,.7790184,.66763794,10.713354,10.125411,1.4299999,265.94,10.51008,.81651926,.66860229,10.711275,10.118074,1.01,283.76999,10.506833,.88563025,.66687238,10.70424,10.111637,1,255.28999,10.498504,.60393465,.66816211,10.697335,10.110634,1,243.66
2004,10,1,10.521341,.88207364,.66768348,10.722484,10.129171,1.95,284.98001,10.514979,.7790184,.66763794,10.713354,10.125411,1.4299999,265.94,10.51008,.81651926,.66860229,10.711275,10.118074,1.01,283.76999,10.506833,.88563025,.66687238,10.70424,10.111637,1,255.28999
2005,1,1,10.525752,.62396955,.66849619,10.710043,10.142076,2.47,283.89999,10.521341,.88207364,.66768348,10.722484,10.129171,1.95,284.98001,10.514979,.7790184,.66763794,10.713354,10.125411,1.4299999,265.94,10.51008,.81651926,.66860229,10.711275,10.118074,1.01,283.76999
2005,4,1,10.531182,.77927858,.66610861,10.715104,10.139977,2.9400001,313.57001,10.525752,.62396955,.66849619,10.710043,10.142076,2.47,283.89999,10.521341,.88207364,.66768348,10.722484,10.129171,1.95,284.98001,10.514979,.7790184,.66763794,10.713354,10.125411,1.4299999,265.94
2005,7,1,10.535102,1.3572907,.66606361,10.716908,10.146712,3.46,306.91,10.531182,.77927858,.66610861,10.715104,10.139977,2.9400001,313.57001,10.525752,.62396955,.66849619,10.710043,10.142076,2.47,283.89999,10.521341,.88207364,.66768348,10.722484,10.129171,1.95,284.98001
2005,10,1,10.539853,.92739046,.66540933,10.721715,10.145353,3.98,333.32999,10.535102,1.3572907,.66606361,10.716908,10.146712,3.46,306.91,10.531182,.77927858,.66610861,10.715104,10.139977,2.9400001,313.57001,10.525752,.62396955,.66849619,10.710043,10.142076,2.47,283.89999
2006,1,1,10.544362,.5869652,.66422558,10.741809,10.162078,4.4499998,347.89001,10.539853,.92739046,.66540933,10.721715,10.145353,3.98,333.32999,10.535102,1.3572907,.66606361,10.716908,10.146712,3.46,306.91,10.531182,.77927858,.66610861,10.715104,10.139977,2.9400001,313.57001
2006,4,1,10.547666,.93905896,.66384053,10.740375,10.157342,4.9099998,361.91,10.544362,.5869652,.66422558,10.741809,10.162078,4.4499998,347.89001,10.539853,.92739046,.66540933,10.721715,10.145353,3.98,333.32999,10.535102,1.3572907,.66606361,10.716908,10.146712,3.46,306.91
2006,7,1,10.54915,.87414461,.66281158,10.74002,10.149401,5.25,385.63,10.547666,.93905896,.66384053,10.740375,10.157342,4.9099998,361.91,10.544362,.5869652,.66422558,10.741809,10.162078,4.4499998,347.89001,10.539853,.92739046,.66540933,10.721715,10.145353,3.98,333.32999
2006,10,1,10.555647,-.1048936,.66203302,10.749846,10.151205,5.2399998,370.10001,10.54915,.87414461,.66281158,10.74002,10.149401,5.25,385.63,10.547666,.93905896,.66384053,10.740375,10.157342,4.9099998,361.91,10.544362,.5869652,.66422558,10.741809,10.162078,4.4499998,347.89001
2007,1,1,10.555948,1.1288582,.6628443,10.75229,10.142043,5.25,394.89001,10.555647,-.1048936,.66203302,10.749846,10.151205,5.2399998,370.10001,10.54915,.87414461,.66281158,10.74002,10.149401,5.25,385.63,10.547666,.93905896,.66384053,10.740375,10.157342,4.9099998,361.91
2007,4,1,10.555041,.96282864,.66421247,10.751434,10.15551,5.25,407.45001,10.555948,1.1288582,.6628443,10.75229,10.142043,5.25,394.89001,10.555647,-.1048936,.66203302,10.749846,10.151205,5.2399998,370.10001,10.54915,.87414461,.66281158,10.74002,10.149401,5.25,385.63
2007,7,1,10.555449,.73254555,.66571355,10.750917,10.16376,5.0700002,410.35999,10.555041,.96282864,.66421247,10.751434,10.15551,5.25,407.45001,10.555948,1.1288582,.6628443,10.75229,10.142043,5.25,394.89001,10.555647,-.1048936,.66203302,10.749846,10.151205,5.2399998,370.10001
2007,10,1,10.553267,1.1867869,.66650856,10.748631,10.16806,4.5,447.56,10.555449,.73254555,.66571355,10.750917,10.16376,5.0700002,410.35999,10.555041,.96282864,.66421247,10.751434,10.15551,5.25,407.45001,10.555948,1.1288582,.6628443,10.75229,10.142043,5.25,394.89001
2008,1,1,10.555467,.99877357,.66661978,10.756382,10.149156,3.1800001,476.07999,10.553267,1.1867869,.66650856,10.748631,10.16806,4.5,447.56,10.555449,.73254555,.66571355,10.750917,10.16376,5.0700002,410.35999,10.555041,.96282864,.66421247,10.751434,10.15551,5.25,407.45001
2008,4,1,10.555181,1.276336,.66830683,10.774665,10.155487,2.0799999,516.38,10.555467,.99877357,.66661978,10.756382,10.149156,3.1800001,476.07999,10.553267,1.1867869,.66650856,10.748631,10.16806,4.5,447.56,10.555449,.73254555,.66571355,10.750917,10.16376,5.0700002,410.35999
2008,7,1,10.548043,1.1606784,.67181635,10.748409,10.1467,1.9400001,595.97998,10.555181,1.276336,.66830683,10.774665,10.155487,2.0799999,516.38,10.555467,.99877357,.66661978,10.756382,10.149156,3.1800001,476.07999,10.553267,1.1867869,.66650856,10.748631,10.16806,4.5,447.56
2008,10,1,10.540351,-1.533833,.6768955,10.751761,10.096795,.50999999,452.42001,10.548043,1.1606784,.67181635,10.748409,10.1467,1.9400001,595.97998,10.555181,1.276336,.66830683,10.774665,10.155487,2.0799999,516.38,10.555467,.99877357,.66661978,10.756382,10.149156,3.1800001,476.07999
2009,1,1,10.535886,-.57038903,.68485171,10.749497,10.066904,.18000001,363.06,10.540351,-1.533833,.6768955,10.751761,10.096795,.50999999,452.42001,10.548043,1.1606784,.67181635,10.748409,10.1467,1.9400001,595.97998,10.555181,1.276336,.66830683,10.774665,10.155487,2.0799999,516.38
2009,4,1,10.52917,.51592785,.68979561,10.754266,10.068068,.18000001,368.82999,10.535886,-.57038903,.68485171,10.749497,10.066904,.18000001,363.06,10.540351,-1.533833,.6768955,10.751761,10.096795,.50999999,452.42001,10.548043,1.1606784,.67181635,10.748409,10.1467,1.9400001,595.97998
2009,7,1,10.527764,.78026038,.69384676,10.740542,10.071774,.15000001,398.76001,10.52917,.51592785,.68979561,10.754266,10.068068,.18000001,368.82999,10.535886,-.57038903,.68485171,10.749497,10.066904,.18000001,363.06,10.540351,-1.533833,.6768955,10.751761,10.096795,.50999999,452.42001
2009,10,1,10.527038,.71549141,.69471627,10.736489,10.090593,.12,430.67001,10.527764,.78026038,.69384676,10.740542,10.071774,.15000001,398.76001,10.52917,.51592785,.68979561,10.754266,10.068068,.18000001,368.82999,10.535886,-.57038903,.68485171,10.749497,10.066904,.18000001,363.06
2010,1,1,10.530397,.42552882,.69386292,10.736414,10.093633,.13,484.42001,10.527038,.71549141,.69471627,10.736489,10.090593,.12,430.67001,10.527764,.78026038,.69384676,10.740542,10.071774,.15000001,398.76001,10.52917,.51592785,.68979561,10.754266,10.068068,.18000001,368.82999
2010,4,1,10.533893,.19451523,.69163918,10.747187,10.10721,.19,467.25,10.530397,.42552882,.69386292,10.736414,10.093633,.13,484.42001,10.527038,.71549141,.69471627,10.736489,10.090593,.12,430.67001,10.527764,.78026038,.69384676,10.740542,10.071774,.15000001,398.76001
2010,7,1,10.536692,.40436181,.69081521,10.74964,10.113583,.19,471.37,10.533893,.19451523,.69163918,10.747187,10.10721,.19,467.25,10.530397,.42552882,.69386292,10.736414,10.093633,.13,484.42001,10.527038,.71549141,.69471627,10.736489,10.090593,.12,430.67001
2010,10,1,10.541929,.65372425,.6914683,10.754044,10.11502,.19,536.12,10.536692,.40436181,.69081521,10.74964,10.113583,.19,471.37,10.533893,.19451523,.69163918,10.747187,10.10721,.19,467.25,10.530397,.42552882,.69386292,10.736414,10.093633,.13,484.42001
2011,1,1,10.545424,.85251683,.69182146,10.765611,10.098243,.15000001,629.53003,10.541929,.65372425,.6914683,10.754044,10.11502,.19,536.12,10.536692,.40436181,.69081521,10.74964,10.113583,.19,471.37,10.533893,.19451523,.69163918,10.747187,10.10721,.19,467.25
2011,4,1,10.546539,1.0740449,.69143188,10.762104,10.110072,.090000004,672.81,10.545424,.85251683,.69182146,10.765611,10.098243,.15000001,629.53003,10.541929,.65372425,.6914683,10.754044,10.11502,.19,536.12,10.536692,.40436181,.69081521,10.74964,10.113583,.19,471.37
2011,7,1,10.547678,.61016709,.6910947,10.765077,10.107769,.079999998,632.22998,10.546539,1.0740449,.69143188,10.762104,10.110072,.090000004,672.81,10.545424,.85251683,.69182146,10.765611,10.098243,.15000001,629.53003,10.541929,.65372425,.6914683,10.754044,10.11502,.19,536.12
2011,10,1,10.545756,.45108232,.68966019,10.763352,10.13315,.07,571.38,10.547678,.61016709,.6910947,10.765077,10.107769,.079999998,632.22998,10.546539,1.0740449,.69143188,10.762104,10.110072,.090000004,672.81,10.545424,.85251683,.69182146,10.765611,10.098243,.15000001,629.53003
2012,1,1,10.540923,.67365444,.68911159,10.771268,10.136186,.1,563,10.545756,.45108232,.68966019,10.763352,10.13315,.07,571.38,10.547678,.61016709,.6910947,10.765077,10.107769,.079999998,632.22998,10.546539,1.0740449,.69143188,10.762104,10.110072,.090000004,672.81
2012,4,1,10.539813,.39469686,.68999231,10.776745,10.143985,.15000001,572.94,10.540923,.67365444,.68911159,10.771268,10.136186,.1,563,10.545756,.45108232,.68966019,10.763352,10.13315,.07,571.38,10.547678,.61016709,.6910947,10.765077,10.107769,.079999998,632.22998
2012,7,1,10.538337,.43750525,.68995273,10.773787,10.143062,.14,539.65997,10.539813,.39469686,.68999231,10.776745,10.143985,.15000001,572.94,10.540923,.67365444,.68911159,10.771268,10.136186,.1,563,10.545756,.45108232,.68966019,10.763352,10.13315,.07,571.38
2012,10,1,10.53665,.64672464,.68853188,10.797217,10.139958,.16,580.23999,10.538337,.43750525,.68995273,10.773787,10.143062,.14,539.65997,10.539813,.39469686,.68999231,10.776745,10.143985,.15000001,572.94,10.540923,.67365444,.68911159,10.771268,10.136186,.1,563
2013,1,1,10.538247,.42088741,.68910831,10.751297,10.14263,.14,554.62,10.53665,.64672464,.68853188,10.797217,10.139958,.16,580.23999,10.538337,.43750525,.68995273,10.773787,10.143062,.14,539.65997,10.539813,.39469686,.68999231,10.776745,10.143985,.15000001,572.94
2013,4,1,10.539263,.18547252,.68980432,10.755684,10.142619,.12,551.89001,10.538247,.42088741,.68910831,10.751297,10.14263,.14,554.62,10.53665,.64672464,.68853188,10.797217,10.139958,.16,580.23999,10.538337,.43750525,.68995273,10.773787,10.143062,.14,539.65997
2013,7,1,10.540567,.54380584,.68916184,10.758693,10.152859,.090000004,500.38,10.539263,.18547252,.68980432,10.755684,10.142619,.12,551.89001,10.538247,.42088741,.68910831,10.751297,10.14263,.14,554.62,10.53665,.64672464,.68853188,10.797217,10.139958,.16,580.23999
2013,10,1,10.546535,.46516779,.69026971,10.757652,10.161198,.090000004,517.58002,10.540567,.54380584,.68916184,10.758693,10.152859,.090000004,500.38,10.539263,.18547252,.68980432,10.755684,10.142619,.12,551.89001,10.538247,.42088741,.68910831,10.751297,10.14263,.14,554.62
