year,month,day,log_consumption,inflation,scaled_leisure_pct,log_rdi,log_nonconsumption,ffr,cci,log_consumption_1,inflation_1,scaled_leisure_pct_1,log_rdi_1,log_nonconsumption_1,ffr_1,cci_1,log_consumption_2,inflation_2,scaled_leisure_pct_2,log_rdi_2,log_nonconsumption_2,ffr_2,cci_2,log_consumption_3,inflation_3,scaled_leisure_pct_3,log_rdi_3,log_nonconsumption_3,ffr_3,cci_3
1972,4,1,9.9651728,.0070430581,.66679966,10.149687,9.5701542,.010525295,4.6690836,9.9537668,.0096428087,.66789484,10.144779,9.5432024,.0087211002,4.6386051,9.9525127,.0075175012,.66882515,10.151482,9.5287132,.011601593,4.5726471,9.9453478,.010951886,.67058575,10.145547,9.5464239,.013337794,4.6249728
1972,7,1,9.973403,.0094766766,.66707289,10.163427,9.5675259,.011577725,4.6913481,9.9651728,.0070430581,.66679966,10.149687,9.5701542,.010525295,4.6690836,9.9537668,.0096428087,.66789484,10.144779,9.5432024,.0087211002,4.6386051,9.9525127,.0075175012,.66882515,10.151482,9.5287132,.011601593,4.5726471
1972,10,1,9.9866676,.010360978,.66634572,10.197554,9.5768557,.012554429,4.8032012,9.973403,.0094766766,.66707289,10.163427,9.5675259,.011577725,4.6913481,9.9651728,.0070430581,.66679966,10.149687,9.5701542,.010525295,4.6690836,9.9537668,.0096428087,.66789484,10.144779,9.5432024,.0087211002,4.6386051
1973,1,1,9.9921598,.012815027,.66494632,10.199492,9.6162977,.015837578,4.9119191,9.9866676,.010360978,.66634572,10.197554,9.5768557,.012554429,4.8032012,9.973403,.0094766766,.66707289,10.163427,9.5675259,.011577725,4.6913481,9.9651728,.0070430581,.66679966,10.149687,9.5701542,.010525295,4.6690836
1973,4,1,9.9902277,.019821424,.66334873,10.202269,9.6339998,.018823246,4.9732795,9.9921598,.012815027,.66494632,10.199492,9.6162977,.015837578,4.9119191,9.9866676,.010360978,.66634572,10.197554,9.5768557,.012554429,4.8032012,9.973403,.0094766766,.66707289,10.163427,9.5675259,.011577725,4.6913481
1973,7,1,9.9911156,.020200945,.66275424,10.201454,9.6067591,.025097044,5.1761498,9.9902277,.019821424,.66334873,10.202269,9.6339998,.018823246,4.9732795,9.9921598,.012815027,.66494632,10.199492,9.6162977,.015837578,4.9119191,9.9866676,.010360978,.66634572,10.197554,9.5768557,.012554429,4.8032012
1973,10,1,9.987462,.022561533,.66199529,10.207333,9.6224356,.023827545,5.2694035,9.9911156,.020200945,.66275424,10.201454,9.6067591,.025097044,5.1761498,9.9902277,.019821424,.66334873,10.202269,9.6339998,.018823246,4.9732795,9.9921598,.012815027,.66494632,10.199492,9.6162977,.015837578,4.9119191
1974,1,1,9.9772091,.031278886,.66442698,10.185595,9.6043329,.022300161,5.3013129,9.987462,.022561533,.66199529,10.207333,9.6224356,.023827545,5.2694035,9.9911156,.020200945,.66275424,10.201454,9.6067591,.025097044,5.1761498,9.9902277,.019821424,.66334873,10.202269,9.6339998,.018823246,4.9732795
1974,4,1,9.9769354,.026620524,.66654408,10.171124,9.5986834,.026652433,5.3418555,9.9772091,.031278886,.66442698,10.185595,9.6043329,.022300161,5.3013129,9.987462,.022561533,.66199529,10.207333,9.6224356,.023827545,5.2694035,9.9911156,.020200945,.66275424,10.201454,9.6067591,.025097044,5.1761498
1974,7,1,9.976038,.024655489,.66865146,10.167066,9.5634079,.028555287,5.2862449,9.9769354,.026620524,.66654408,10.171124,9.5986834,.026652433,5.3418555,9.9772091,.031278886,.66442698,10.185595,9.6043329,.022300161,5.3013129,9.987462,.022561533,.66199529,10.207333,9.6224356,.023827545,5.2694035
1974,10,1,9.9727287,.021235716,.6737209,10.160835,9.5457172,.022323027,5.4240685,9.976038,.024655489,.66865146,10.167066,9.5634079,.028555287,5.2862449,9.9769354,.026620524,.66654408,10.171124,9.5986834,.026652433,5.3418555,9.9772091,.031278886,.66442698,10.185595,9.6043329,.022300161,5.3013129
1975,1,1,9.9749889,.018477807,.68261373,10.154357,9.4984703,.015297292,5.3176298,9.9727287,.021235716,.6737209,10.160835,9.5457172,.022323027,5.4240685,9.976038,.024655489,.66865146,10.167066,9.5634079,.028555287,5.2862449,9.9769354,.026620524,.66654408,10.171124,9.5986834,.026652433,5.3418555
1975,4,1,9.9854527,.012249478,.68470114,10.19499,9.4891787,.013195546,5.2585363,9.9749889,.018477807,.68261373,10.154357,9.4984703,.015297292,5.3176298,9.9727287,.021235716,.6737209,10.160835,9.5457172,.022323027,5.4240685,9.976038,.024655489,.66865146,10.167066,9.5634079,.028555287,5.2862449
1975,7,1,9.9860554,.02020153,.682971,10.174664,9.5162554,.014944301,5.220356,9.9854527,.012249478,.68470114,10.19499,9.4891787,.013195546,5.2585363,9.9749889,.018477807,.68261373,10.154357,9.4984703,.015297292,5.3176298,9.9727287,.021235716,.6737209,10.160835,9.5457172,.022323027,5.4240685
1975,10,1,9.9902983,.015460287,.68130511,10.177364,9.5314636,.01317183,5.3490105,9.9860554,.02020153,.682971,10.174664,9.5162554,.014944301,5.220356,9.9854527,.012249478,.68470114,10.19499,9.4891787,.013195546,5.2585363,9.9749889,.018477807,.68261373,10.154357,9.4984703,.015297292,5.3176298
1976,1,1,9.9996138,.01130591,.67795545,10.18427,9.5619135,.011792451,5.2522736,9.9902983,.015460287,.68130511,10.177364,9.5314636,.01317183,5.3490105,9.9860554,.02020153,.682971,10.174664,9.5162554,.014944301,5.220356,9.9854527,.012249478,.68470114,10.19499,9.4891787,.013195546,5.2585363
1976,4,1,10.004277,.0086979577,.67793727,10.184946,9.5624084,.012673278,5.2745371,9.9996138,.01130591,.67795545,10.18427,9.5619135,.011792451,5.2522736,9.9902983,.015460287,.68130511,10.177364,9.5314636,.01317183,5.3490105,9.9860554,.02020153,.682971,10.174664,9.5162554,.014944301,5.220356
1976,7,1,10.010287,.015119708,.67796218,10.187461,9.5536308,.012863321,5.3904405,10.004277,.0086979577,.67793727,10.184946,9.5624084,.012673278,5.2745371,9.9996138,.01130591,.67795545,10.18427,9.5619135,.011792451,5.2522736,9.9902983,.015460287,.68130511,10.177364,9.5314636,.01317183,5.3490105
1976,10,1,10.018663,.015140492,.67866004,10.188976,9.5482073,.011887825,5.2943091,10.010287,.015119708,.67796218,10.187461,9.5536308,.012863321,5.3904405,10.004277,.0086979577,.67793727,10.184946,9.5624084,.012673278,5.2745371,9.9996138,.01130591,.67795545,10.18427,9.5619135,.011792451,5.2522736
1977,1,1,10.022489,.017938169,.67796457,10.184293,9.5607729,.011386704,5.3215456,10.018663,.015140492,.67866004,10.188976,9.5482073,.011887825,5.2943091,10.010287,.015119708,.67796218,10.187461,9.5536308,.012863321,5.3904405,10.004277,.0086979577,.67793727,10.184946,9.5624084,.012673278,5.2745371
